document_uid,document_code,title,gqms_domain,gqms_type,erp_document_type,version,status,criticality,owner,effective_date,review_cycle,folder_id,folder_path,is_mandatory_group_sop,linkable_in_erp,link_blocked_reason
UID-0000467,GMG-HR-MTX-0010,HR Record Retention and Access Matrix,HR,MTX,Matrix,V0.5,Draft,Critical,Group HR Director,TBD,12 months,GQMS-21-MTX,30_BPG/HR/MTX,,yes,
UID-0000470,GMG-HR-TPL-0022,Annual Leave Advance Agreement Template,HR,TPL,Template,V0.1,Draft,Major,Group HR Director,TBD,24 months,GQMS-21-TPL,30_BPG/HR/TPL,,yes,
UID-0000471,MYG-HR-AGR-0001,Acuerdo de Anticipo de Vacaciones Anuales / Annual Leave Advance Agreement,HR,AGR,Agreement,V0.3,Draft,Major,"HR Responsible, Miquel y Garriga, S.L.",TBD,24 months,GQMS-21-AGR,30_BPG/HR/AGR,,yes,
UID-0000472,MYG-HR-STD-0001,"Anexo Local de Tiempo de Trabajo, Vacaciones y Ausencias / Local Working Time, Leave and Absence Addendum",HR,STD,Policy,V0.2,Draft,Major,"HR Responsible, Miquel y Garriga, S.L.",TBD,24 months,PROVISIONAL-088,30_BPG/HR/STD,,yes,
UID-0000473,GMG-PV-WIN-0004-M1,PV Training Session Pack — Module 1: AE Recognition and Forwarding,PV,WIN,Work Instruction,V0.2,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000474,GMG-PV-WIN-0004-M2,PV Training Session Pack — Module 2: Local Pharmacovigilance Process,PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000475,GMG-PV-WIN-0004-M3,"PV Training Session Pack — Module 3: The QPPV Role, Accountability and Oversight",PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000476,GMG-PV-WIN-0004-M4,PV Training Session Pack — Module 4: ICSR Intake to Submission,PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000477,GMG-PV-WIN-0004-M5,"PV Training Session Pack — Module 5: Medical Review, Causality and Benefit-Risk",PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000478,GMG-PV-WIN-0004-M6,PV Training Session Pack — Module 6: Provider Obligations under the SDEA,PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000479,GMG-PV-WIN-0004-M7,"PV Training Session Pack — Module 7: PV Interfaces for QA, GRA, QP and Internal Audit",PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV / Training Coordinator,TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000480,GMG-QMS-FRM-0003-BATCH-01,Training Impact Assessment — Batch 01: the pharmacovigilance document set (97 documents),QMS,FRM,Form,V0.3,Draft,Critical,QPPV (per system) / Training Coordinator,TBD,On each PV document revision,GQMS-01-FRM,01_QMS/FRM,,yes,
UID-0000481,GMG-PV-WIN-0003,Adverse Event Recognition and Forwarding — work instruction,PV,WIN,Work Instruction,V0.1,Draft,Critical,QPPV (of each system),TBD,24 months,GQMS-04-WIN,04_PV/WIN,,yes,
UID-0000482,GMG-QMS-FRM-0021-BATCH-01,Independent Technical Review — Batch 01: the PV training document set (17 documents),QMS,FRM,Form,V0.1,Draft,Critical,GQD / QA Documentation,TBD,On each batch,GQMS-01-FRM,01_QMS/FRM,,yes,
UID-0000483,GMG-PV-CC-0002,Change Control — Stale Code References (LOG-0012 to LOG-0015; the CC-0001 impact list),PV,CC,Other,V0.1,Draft,Major,QA Documentation,TBD,On closure,,04_PV/CC,,yes,no mapped repository folder
UID-0000484,GMG-COM-AGR-0001,Confidentiality Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000485,GMG-COM-AGR-0002,Paid Feasibility and Development Agreement,COM,AGR,Agreement,V0.3,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000486,GMG-COM-AGR-0003,Services Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000487,GMG-COM-AGR-0004,Assignment Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000488,GMG-COM-AGR-0005,Licence Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000489,GMG-COM-AGR-0006,Data Processing Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Legal and Compliance,TBD,12 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000490,GMG-COM-AGR-0007,Technology Transfer Agreement,COM,AGR,Agreement,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-AGR,30_BPG/COM/AGR,,yes,
UID-0000491,GMG-COM-CHK-0001,Independent Technical and Semantic Review Pack,COM,CHK,Form,V0.3,Draft,TBD,Group Commercial Director,TBD,TBD,GQMS-28-CHK,30_BPG/COM/CHK,,yes,
UID-0000492,GMG-COM-FRM-0001,Initial Fit and Opportunity Qualification Record,COM,FRM,Form,V0.2,Draft,Major,Group Commercial Director,TBD,TBD,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000493,GMG-COM-FRM-0002,Technical Information Request and Completeness Record,COM,FRM,Form,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000494,GMG-COM-FRM-0003,Cross-Functional Feasibility Record,COM,FRM,Form,V0.2,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000495,GMG-COM-FRM-0004,Commercial Offer Approval and Cost Model,COM,FRM,Form,V0.3,Draft,Critical,Group Commercial Director,TBD,TBD,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000496,GMG-COM-FRM-0005,Final Deal Approval and Contract Handover,COM,FRM,Form,V0.3,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000497,GMG-COM-FRM-0006,Gate 6 Readiness Confirmation and Counterparty Operational Onboarding Record,COM,FRM,Form,V0.3,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000498,GMG-COM-FRM-0007,Gate 0 — Site Capability Data Request and Completion Record,COM,FRM,Form,V0.2,Draft,TBD,Group Commercial Director,TBD,TBD,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000499,GMG-COM-FRM-0008,Commercial Threshold and Delegation of Authority Decision Record,COM,FRM,Form,V0.2,Draft,TBD,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000500,GMG-COM-FRM-0009,"Win, Loss and Outcome Review Record",COM,FRM,Form,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000501,GMG-COM-FRM-0010,"Order Acceptance, Release and Supply Record",COM,FRM,Form,V0.2,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000502,GMG-COM-FRM-0011,Document Code Allocation Decision Record,COM,FRM,Form,V0.3,Draft,TBD,Group Commercial Director,TBD,TBD,GQMS-28-FRM,30_BPG/COM/FRM,,yes,
UID-0000503,GMG-COM-FWK-0001,GMG Integrated Pharmaceutical Products & Solutions Portfolio Framework,COM,FWK,Other,V0.9,Draft,TBD,Group Commercial Director,TBD,12 months,PROVISIONAL-064,30_BPG/COM/FWK,,yes,
UID-0000504,GMG-COM-FWK-0002,Contracting and Quality Agreement Framework,COM,FWK,Other,V0.3,Draft,Critical,Group Commercial Director,TBD,12 months,PROVISIONAL-064,30_BPG/COM/FWK,,yes,
UID-0000505,GMG-COM-LOG-0001,Commercial Pipeline and Account Register,COM,LOG,Register,V0.2,Draft,Major,Group Commercial Director,TBD,TBD,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000506,GMG-COM-LOG-0002,Counterparty Due Diligence and Screening Register,COM,LOG,Register,V0.2,Draft,Critical,Group Legal and Compliance,TBD,TBD,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000507,GMG-COM-LOG-0003,Commercial Terms Deviation Register,COM,LOG,Register,V0.1,Draft,Major,Group Commercial Director,TBD,TBD,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000508,GMG-COM-LOG-0004,Group Contract Register,COM,LOG,Register,V0.2,Draft,Critical,Group Commercial Director,TBD,TBD,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000509,GMG-COM-LOG-0005,Promotional and Sales Materials Register,COM,LOG,Register,V0.3,Draft,Critical,Marketing,TBD,12 months,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000510,GMG-COM-LOG-0006,Customer Commitments and Action Log,COM,LOG,Register,V0.3,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000511,GMG-COM-LOG-0007,Region Role Register,COM,LOG,Register,V0.1,Draft,Major,Group Commercial Director,TBD,36 months,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000512,GMG-COM-LOG-0008,COM Domain Dependency Record,COM,LOG,Register,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000513,GMG-COM-LOG-0009,Commercial Meeting and Governance Calendar,COM,LOG,Register,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LOG,30_BPG/COM/LOG,,yes,
UID-0000514,GMG-COM-LST-0001,Commercial Domain Document Register and Architecture Control,COM,LST,Register,V0.21,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LST,30_BPG/COM/LST,,yes,
UID-0000515,GMG-COM-LST-0002,Geographic Taxonomy,COM,LST,Register,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LST,30_BPG/COM/LST,,yes,
UID-0000516,GMG-COM-LST-0003,Portfolio Indicator and Performance Framework,COM,LST,Register,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-LST,30_BPG/COM/LST,,yes,
UID-0000517,GMG-COM-MAN-0002,Pharmaceutical Products & Solutions Sales Playbook and Messaging Guide,COM,MAN,Other,V0.8,Draft,TBD,Group Commercial Director,TBD,24 months,PROVISIONAL-067,30_BPG/COM/MAN,,yes,
UID-0000518,GMG-COM-MAN-0003,Commercial Function Governance and Management Manual,COM,MAN,Other,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-067,30_BPG/COM/MAN,,yes,
UID-0000519,GMG-COM-MTX-0001,Site Capability and Approved Capability Statements Matrix,COM,MTX,Matrix,V0.4,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000520,GMG-COM-MTX-0002,Counterparty Classification and Due-Diligence Matrix,COM,MTX,Matrix,V0.4,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000521,GMG-COM-MTX-0003,"Business Model, Overlay and Site Routing Matrix",COM,MTX,Matrix,V0.4,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000522,GMG-COM-MTX-0005,"Product Category, Certification and Distribution Route Matrix",COM,MTX,Matrix,V0.4,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000523,GMG-COM-MTX-0006,CRM Configuration and Pipeline Definition Matrix,COM,MTX,Matrix,V0.4,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000524,GMG-COM-MTX-0007,Sales Segmentation and Cooperation Proposition Matrix,COM,MTX,Matrix,V0.9,Draft,TBD,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000525,GMG-COM-MTX-0009,Ideal Client Profile Matrix by Primary Commercial Model,COM,MTX,Matrix,V0.7,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000526,GMG-COM-MTX-0010,Target Market and Customer Segmentation Matrix,COM,MTX,Matrix,V0.5,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000527,GMG-COM-MTX-0012,Lead Qualification and Opportunity Scoring Matrix,COM,MTX,Matrix,V0.3,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000528,GMG-COM-MTX-0013,Target Account Segmentation and Product-Matching Matrix,COM,MTX,Matrix,V0.1,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000529,GMG-COM-MTX-0014,Region Prioritisation and Role Classification Matrix,COM,MTX,Matrix,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000530,GMG-COM-MTX-0015,Portfolio Entry Tests and Operating Triggers,COM,MTX,Matrix,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000531,GMG-COM-MTX-0016,Commercial Decision Rights and Delegation of Authority Matrix,COM,MTX,Matrix,V0.3,Draft,Critical,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000532,GMG-COM-MTX-0017,"Commercial Organisation, Roles and Accountability Matrix",COM,MTX,Matrix,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-MTX,30_BPG/COM/MTX,,yes,
UID-0000533,GMG-COM-PLN-0001,Document Chain Integrity Recovery Plan,COM,PLN,Other,V0.3,Draft,TBD,Group Commercial Director,TBD,TBD,GQMS-28-PLN,30_BPG/COM/PLN,,yes,
UID-0000534,GMG-COM-PLN-0002,Commercial Annual Operating Plan,COM,PLN,Other,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-PLN,30_BPG/COM/PLN,,yes,
UID-0000535,GMG-COM-PLN-0003,Commercial Business Continuity and Key-Person Continuity Plan,COM,PLN,Other,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-PLN,30_BPG/COM/PLN,,yes,
UID-0000536,GMG-COM-POL-0001,Commercial and Business Development Policy,COM,POL,Policy,V0.7,Draft,Major,Group Commercial Director,TBD,36 months,GQMS-28-POL,30_BPG/COM/POL,,yes,
UID-0000537,GMG-COM-POL-0002,Global Expansion and Portfolio Policy,COM,POL,Policy,V0.2,Draft,Major,Group Commercial Director,TBD,36 months,GQMS-28-POL,30_BPG/COM/POL,,yes,
UID-0000538,GMG-COM-RSK-0001,Commercial Risk and Opportunity Register,COM,RSK,Other,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-RSK,30_BPG/COM/RSK,,yes,
UID-0000539,GMG-COM-SOP-0001,"Client Acquisition, Opportunity Management and Commercialisation",COM,SOP,SOP,V0.8,Draft,Critical,Group Commercial Director,TBD,24 months,GQMS-28-SOP,30_BPG/COM/SOP,,yes,
UID-0000540,GMG-COM-SOP-0002,Commercial Performance Management and Management Review Procedure,COM,SOP,SOP,V0.1,Draft,Major,Group Commercial Director,TBD,24 months,GQMS-28-SOP,30_BPG/COM/SOP,,yes,
UID-0000541,GMG-COM-SOP-0003,Commercial Forecasting and Sales Planning Procedure,COM,SOP,SOP,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-SOP,30_BPG/COM/SOP,,yes,
UID-0000542,GMG-COM-STD-0001,Commercial Terms and Approval Standard,COM,STD,Policy,V0.2,Draft,Major,Group Commercial Director,TBD,36 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000543,GMG-COM-STD-0002,Promotional and Sales Materials Standard,COM,STD,Policy,V0.2,Draft,Critical,Group Commercial Director,TBD,24 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000544,GMG-COM-STD-0003,"Pricing, Costing and Profitability Model",COM,STD,Policy,V0.2,Draft,Critical,Group Commercial Director,TBD,36 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000545,GMG-COM-STD-0004,Commercial Strategy and Annual Business Planning Standard,COM,STD,Policy,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000546,GMG-COM-STD-0005,Commercial Budget and Target-Setting Standard,COM,STD,Policy,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000547,GMG-COM-STD-0006,Competitor and Market Intelligence Standard,COM,STD,Policy,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000548,GMG-COM-STD-0007,Key Account Governance and Management Standard,COM,STD,Policy,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000549,GMG-COM-STD-0008,Commercial Incentive and Target Governance Standard,COM,STD,Policy,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,PROVISIONAL-073,30_BPG/COM/STD,,yes,
UID-0000550,GMG-COM-TPL-0001,Counterparty-Facing Document Template,COM,TPL,Template,V0.3,Draft,Major,Group Commercial Director,TBD,36 months,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000551,GMG-COM-TPL-0002,Strategic Account Plan and Account Review Record,COM,TPL,Template,V0.2,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000552,GMG-COM-TPL-0003,"Client Opportunity Configuration, Proposition Drafting and Issue-Control Template",COM,TPL,Template,V0.6,Draft,TBD,Group Commercial Director,TBD,TBD,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000553,GMG-COM-TPL-0004,Commercialisation Project Charter,COM,TPL,Template,V0.4,Draft,Major,Group Commercial Director,TBD,TBD,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000554,GMG-COM-TPL-0006,Target Account Profiling Template,COM,TPL,Template,V0.2,Draft,TBD,TBD,TBD,TBD,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000555,GMG-COM-TPL-0007,Project Kick-off Meeting Agenda and Minutes,COM,TPL,Template,V0.1,Draft,Minor,Group Commercial Director,TBD,12 months,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000556,GMG-COM-TPL-0008,Kick-off Meeting Agenda and Minutes Record,COM,TPL,Template,V0.1,Draft,Major,Group Commercial Director,TBD,12 months,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000557,GMG-COM-TPL-0009,Commercial Pipeline and KPI Dashboard,COM,TPL,Template,V0.2,Draft,Major,Group Commercial Director,TBD,TBD,GQMS-28-TPL,30_BPG/COM/TPL,,yes,
UID-0000558,GMG-COM-URS-0001,Commercial System User Requirements Specification,COM,URS,Other,V0.1,Draft,Major,Group Commercial Director,TBD,TBD,PROVISIONAL-075,30_BPG/COM/URS,,yes,
UID-0000559,GMG-COM-WIN-0001,Client Acquisition and Commercialisation Workflow,COM,WIN,Work Instruction,V0.3,Draft,Minor,Group Commercial Director,TBD,36 months,GQMS-28-WIN,30_BPG/COM/WIN,,yes,
UID-0000110,GMG-GMP-SOP-0001,Batch Release / Product Disposition,GMP,SOP,SOP,,NOT REGISTERED,Critical,QP,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
UID-0000115,GMG-GDP-SOP-0001,"Storage, Distribution, Transport and Returns",GDP,SOP,SOP,,NOT REGISTERED,Critical,Local QA,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
UID-0000116,GMG-GMP-SOP-0002,Specification and Formulation Control,GMP,SOP,SOP,,NOT REGISTERED,Critical,Site QA,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
UID-0000117,GMG-RAF-SOP-0001,Regulatory Variation and Artwork Control,RAF,SOP,SOP,,NOT REGISTERED,Critical,GRA,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
UID-0000120,GMG-GMP-SOP-0003,Validation / Qualification Governance,GMP,SOP,SOP,,NOT REGISTERED,Major,GQD,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
UID-0000121,GMG-GMP-SOP-0004,Product Quality Review (PQR / APR),GMP,SOP,SOP,,NOT REGISTERED,Major,Site QA,,,,,yes,no,"Mandatory Group SOP declared in GMG-QMS-LOG-0008 with a UID allocated, but it has NO row in the Document Master Register. QA finding."
