Explicit Path,Level,Permission Profile,Entity,Technical Group,Scope Action,Atomic Profile,Owner Role
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LOG/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LOG/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LOG/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/LST/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/MTX/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/PLN/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/POL/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/RSK/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/SOP/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/TPL/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/01_Controlled_Documents/WIN/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PPM/02_Quality_Records,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC,4,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/AGR/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/CHK/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/FRM/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LOG/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/In_Review,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/Retired,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/LST/Superseded,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/MTX,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/MTX/Approved_Pending_Effective,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/30_BPG/PRC/01_Controlled_Documents/MTX/Draft,7,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
